loan_id,customer_id,product_type,origination_date,principal_amount,interest_rate,term_months,risk_grade,current_balance,delinquency_bucket,status,months_on_book
2905,2284,Mortgage,2022-08-21,494137.85,0.0559,240.0,A,359428.19,Current,Active,47
2906,2285,Credit Card,2026-03-02,19551.77,0.2349,,B,15375.34,Current,Active,4
2907,2285,Personal Loan,2025-03-21,14170.23,0.1165,24.0,A,4906.82,Current,Active,16
2908,2286,Personal Loan,2023-10-01,24863.51,0.1502,48.0,A,7104.67,Current,Active,33
2909,2286,Mortgage,2024-12-04,215216.85,0.0682,360.0,E,125302.23,90+ DPD,Charged Off,19
2910,2287,Personal Loan,2024-07-22,10519.08,0.1854,24.0,B,0.0,Current,Paid Off,24
2911,2288,Credit Card,2022-05-24,8707.0,0.2379,,B,7370.48,Current,Active,50
2912,2288,Mortgage,2025-11-27,632146.61,0.0663,360.0,E,580820.31,60-89 DPD,Active,8
2913,2289,Personal Loan,2024-09-21,21504.55,0.1175,24.0,D,19812.82,90+ DPD,Charged Off,22
2914,2289,Mortgage,2024-04-15,645251.87,0.0458,360.0,B,538512.02,Current,Active,27
2915,2289,Mortgage,2023-12-19,375356.88,0.0637,240.0,B,303373.04,Current,Active,31
2916,2290,Personal Loan,2022-08-22,3105.16,0.1204,36.0,D,0.0,Current,Paid Off,47
2917,2290,Mortgage,2023-04-13,631675.07,0.0516,360.0,B,583286.39,Current,Active,39
2918,2291,Credit Card,2022-04-25,13503.24,0.1692,,B,6323.72,90+ DPD,Charged Off,51
2919,2291,Auto Loan,2024-04-23,36712.13,0.0659,48.0,C,16081.25,Current,Active,27
2920,2292,Mortgage,2025-08-13,248365.03,0.0735,240.0,C,215023.2,Current,Active,11
2921,2293,Auto Loan,2024-05-24,24541.77,0.0597,72.0,A,15184.22,Current,Active,26
2922,2293,Personal Loan,2023-10-12,19699.23,0.1173,36.0,D,1695.12,30-59 DPD,Active,33
2923,2295,Personal Loan,2024-02-25,3546.06,0.1611,48.0,D,1362.69,Current,Active,29
2924,2296,Mortgage,2023-12-16,574271.52,0.0632,240.0,C,484617.19,Current,Active,31
2925,2296,Auto Loan,2024-11-23,26007.76,0.0531,48.0,A,13746.88,Current,Active,20
2926,2298,Auto Loan,2026-04-01,33218.65,0.0671,60.0,E,30880.55,30-59 DPD,Active,3
2927,2298,Credit Card,2022-07-25,6009.12,0.2302,,D,4225.52,90+ DPD,Charged Off,48
2928,2300,Auto Loan,2025-08-08,22975.17,0.0738,48.0,C,16845.7,Current,Active,11
2929,2300,Personal Loan,2025-05-28,23056.67,0.1531,36.0,B,14369.32,Current,Active,14
2930,2301,Credit Card,2024-03-22,4048.67,0.2428,,A,3215.73,Current,Active,28
2931,2302,Credit Card,2024-07-08,12012.56,0.2139,,C,1261.02,Current,Active,24
2932,2302,Credit Card,2023-07-28,5548.6,0.1607,,B,1322.82,Current,Active,36
2933,2303,Auto Loan,2022-01-10,19724.63,0.1049,60.0,A,1846.36,Current,Active,54
2934,2303,Personal Loan,2024-12-15,5649.61,0.1158,36.0,D,2455.85,Current,Active,19
2935,2304,Mortgage,2023-06-06,436545.79,0.0641,180.0,B,311066.39,90+ DPD,Charged Off,37
2936,2305,Personal Loan,2026-03-26,22910.13,0.093,48.0,C,20096.1,Current,Active,4
2937,2305,Auto Loan,2026-01-03,20749.34,0.0605,72.0,A,17806.09,Current,Active,6
2938,2306,Credit Card,2024-09-30,9987.04,0.1611,,B,6037.21,Current,Active,22
2939,2306,Mortgage,2025-11-07,129072.69,0.067,360.0,C,113595.26,Current,Active,8
2940,2306,Personal Loan,2026-03-07,9883.36,0.1104,48.0,B,8892.25,Current,Active,4
2941,2307,Auto Loan,2023-01-15,8396.36,0.0956,36.0,B,0.0,Current,Paid Off,42
2942,2307,Personal Loan,2022-08-13,11965.66,0.0938,36.0,A,0.0,Current,Paid Off,47
2943,2308,Personal Loan,2024-08-12,23261.52,0.1068,48.0,C,12492.15,Current,Active,23
2944,2308,Personal Loan,2023-01-30,8266.31,0.1162,48.0,A,1018.6,Current,Active,42
2945,2309,Credit Card,2023-10-19,16681.9,0.1703,,C,4317.37,Current,Active,33
2946,2309,Personal Loan,2023-10-02,13155.39,0.1369,36.0,B,1147.35,Current,Active,33
2947,2310,Auto Loan,2022-06-14,13520.43,0.0531,72.0,A,4183.11,Current,Active,49
2948,2311,Auto Loan,2022-09-05,16265.22,0.0677,36.0,A,0.0,Current,Paid Off,46
2949,2311,Auto Loan,2024-10-27,16665.48,0.0514,48.0,A,9507.59,Current,Active,21
2950,2312,Auto Loan,2024-08-08,34504.0,0.0836,72.0,E,23171.98,Current,Active,23
2951,2313,Auto Loan,2022-10-25,37349.0,0.0838,48.0,A,2215.64,Current,Active,45
2952,2314,Auto Loan,2024-10-12,35322.06,0.0556,60.0,C,21870.93,Current,Active,21
2953,2315,Auto Loan,2024-08-24,21132.44,0.0817,60.0,A,13232.42,Current,Active,23
2954,2315,Personal Loan,2024-11-22,24575.8,0.1146,24.0,A,4083.0,Current,Active,20
2955,2315,Personal Loan,2022-11-09,3922.49,0.149,48.0,C,307.02,Current,Active,44
2956,2316,Personal Loan,2024-05-25,12162.64,0.1721,48.0,A,5699.87,Current,Active,26
2957,2318,Personal Loan,2024-01-25,3469.14,0.1551,36.0,D,600.7,30-59 DPD,Active,30
2958,2318,Mortgage,2023-04-20,493794.65,0.0499,240.0,C,386197.75,Current,Active,39
2959,2319,Auto Loan,2025-08-22,39732.86,0.0616,48.0,C,28657.14,Current,Active,11
2960,2320,Auto Loan,2023-10-26,39259.23,0.0533,36.0,A,3225.28,Current,Active,33
2961,2321,Credit Card,2023-12-27,12099.78,0.2552,,A,3047.31,Current,Active,31
2962,2322,Mortgage,2022-01-31,187439.02,0.0613,360.0,B,158336.1,Current,Active,54
2963,2323,Credit Card,2022-10-19,8455.42,0.1722,,D,5723.88,60-89 DPD,Active,45
2964,2323,Mortgage,2024-03-19,337201.87,0.051,240.0,C,280025.51,Current,Active,28
2965,2324,Auto Loan,2026-01-17,38570.92,0.0685,48.0,B,31903.73,Current,Active,6
2966,2325,Mortgage,2025-09-28,423444.1,0.0468,360.0,A,390753.61,Current,Active,10
2967,2325,Auto Loan,2023-01-23,11643.38,0.0503,36.0,A,0.0,Current,Paid Off,42
2968,2328,Mortgage,2025-11-26,387000.98,0.0487,240.0,C,387388.42,Current,Active,8
2969,2329,Credit Card,2023-01-25,4290.23,0.2035,,C,2151.0,Current,Active,42
2970,2330,Auto Loan,2026-01-06,13958.17,0.0634,36.0,C,11753.06,Current,Active,6
2971,2331,Auto Loan,2023-06-06,10794.12,0.071,60.0,A,4291.27,Current,Active,37
2972,2331,Auto Loan,2026-05-02,19076.17,0.0945,72.0,B,18876.83,Current,Active,2
2973,2331,Credit Card,2024-07-06,15306.85,0.2234,,A,3732.14,Current,Active,24
2974,2333,Credit Card,2024-02-05,5085.53,0.2274,,E,4365.56,90+ DPD,Charged Off,29
2975,2334,Credit Card,2022-05-07,14980.42,0.1969,,B,2870.06,Current,Active,50
2976,2334,Credit Card,2025-12-06,18046.2,0.1623,,B,7073.14,Current,Active,7
2977,2334,Credit Card,2025-09-02,6792.43,0.1858,,A,1947.59,Current,Active,10
2978,2335,Credit Card,2022-06-25,3460.8,0.2407,,A,1245.06,Current,Active,49
2979,2336,Credit Card,2025-05-14,9761.54,0.2346,,C,7973.81,Current,Active,14
2980,2336,Credit Card,2022-04-29,10511.71,0.2107,,D,7859.11,30-59 DPD,Active,51
2981,2336,Credit Card,2025-08-08,9509.06,0.1856,,B,4608.33,Current,Active,11
2982,2338,Personal Loan,2022-01-07,18336.84,0.1771,24.0,D,0.0,Current,Paid Off,54
2983,2340,Personal Loan,2025-06-16,23783.0,0.1268,24.0,B,9952.05,Current,Active,13
2984,2341,Personal Loan,2024-09-22,18749.3,0.1859,24.0,B,1622.03,Current,Active,22
2985,2341,Credit Card,2024-12-11,18717.91,0.22,,D,14859.29,Current,Active,19
2986,2342,Auto Loan,2025-04-18,22365.85,0.0564,36.0,B,13534.33,Current,Active,15
2987,2343,Mortgage,2022-01-16,540830.1,0.0588,360.0,A,470514.17,Current,Active,54
2988,2344,Credit Card,2023-03-03,13676.72,0.1724,,B,8736.24,Current,Active,40
2989,2345,Credit Card,2022-02-11,17189.09,0.2338,,A,8152.3,Current,Active,53
2990,2345,Personal Loan,2024-05-19,12503.85,0.162,48.0,B,5461.42,Current,Active,26
2991,2346,Mortgage,2025-07-24,507291.94,0.0502,180.0,D,486734.12,Current,Active,12
2992,2347,Personal Loan,2023-07-08,19818.34,0.1891,36.0,A,0.0,Current,Paid Off,36
2993,2347,Personal Loan,2023-12-04,6100.07,0.1566,36.0,A,772.83,Current,Active,31
2994,2347,Auto Loan,2022-04-13,23598.85,0.091,60.0,A,3364.13,Current,Active,51
2995,2348,Auto Loan,2026-01-10,34676.71,0.1074,48.0,B,29318.54,Current,Active,6
2996,2348,Credit Card,2022-02-23,19534.93,0.1816,,B,16225.29,Current,Active,53
2997,2350,Personal Loan,2024-04-27,8902.91,0.1093,36.0,D,2041.59,30-59 DPD,Active,27
2998,2351,Personal Loan,2022-11-21,22358.32,0.124,36.0,D,0.0,Current,Paid Off,44
2999,2351,Credit Card,2023-10-25,8961.47,0.2089,,D,7196.83,90+ DPD,Active,33
3000,2352,Personal Loan,2025-07-27,12312.21,0.1653,24.0,B,6110.37,Current,Active,12
3001,2353,Mortgage,2022-04-28,591802.56,0.053,240.0,B,455710.16,90+ DPD,Charged Off,51
3002,2353,Auto Loan,2024-04-06,10713.29,0.1056,36.0,A,2536.19,Current,Active,27
3003,2354,Credit Card,2024-08-06,8374.82,0.2543,,B,4125.43,Current,Active,23
3004,2354,Auto Loan,2025-08-17,16877.02,0.0901,48.0,A,11827.03,Current,Active,11
3005,2356,Personal Loan,2025-04-16,11939.15,0.1539,48.0,A,8584.4,Current,Active,15
3006,2356,Credit Card,2022-10-19,16080.44,0.2122,,A,6813.16,30-59 DPD,Active,45
3007,2358,Auto Loan,2025-08-23,14864.19,0.0632,36.0,B,9562.29,Current,Active,11
3008,2359,Auto Loan,2024-04-27,24887.01,0.1087,72.0,A,16139.49,Current,Active,27
3009,2359,Auto Loan,2023-10-20,15550.46,0.0785,48.0,A,5065.81,Current,Active,33
3010,2359,Auto Loan,2024-04-13,27039.39,0.1047,36.0,A,6869.89,Current,Active,27
3011,2360,Credit Card,2022-05-07,17736.24,0.2109,,E,6998.93,Current,Active,50
3012,2361,Mortgage,2026-04-06,404010.07,0.047,180.0,A,407081.58,Current,Active,3
3013,2363,Auto Loan,2023-02-07,9933.95,0.0892,48.0,A,1360.88,Current,Active,41
3014,2365,Credit Card,2026-03-27,5305.37,0.1763,,E,3349.78,Current,Active,4
3015,2366,Auto Loan,2022-02-04,24907.16,0.05,60.0,A,2735.75,Current,Active,53
3016,2367,Auto Loan,2024-12-28,40388.24,0.0554,36.0,A,17366.9,Current,Active,19
3017,2369,Credit Card,2025-11-12,18997.94,0.237,,B,8571.67,Current,Active,8
3018,2369,Auto Loan,2023-07-26,35700.66,0.0785,60.0,C,13605.84,Current,Active,36
3019,2370,Personal Loan,2025-11-12,5727.45,0.1594,48.0,B,4643.41,Current,Active,8
3020,2371,Credit Card,2022-07-30,6473.96,0.238,,B,2322.15,30-59 DPD,Active,48
3021,2372,Credit Card,2022-09-14,3173.14,0.1768,,C,1136.23,Current,Active,46
3022,2372,Personal Loan,2023-12-23,9184.76,0.1173,48.0,A,3103.48,Current,Active,31
3023,2373,Auto Loan,2024-10-18,10375.65,0.088,60.0,B,6867.96,30-59 DPD,Active,21
3024,2374,Auto Loan,2024-08-05,33582.15,0.0901,36.0,B,12391.33,Current,Active,23
3025,2374,Auto Loan,2024-02-17,21653.68,0.0883,48.0,B,8016.79,Current,Active,29
3026,2376,Auto Loan,2025-05-22,9631.02,0.0532,60.0,C,7147.19,Current,Active,14
3027,2378,Personal Loan,2024-04-20,11316.73,0.1352,24.0,B,0.0,Current,Paid Off,27
3028,2378,Auto Loan,2024-03-15,21350.69,0.054,72.0,A,13564.22,Current,Active,28
3029,2379,Auto Loan,2023-10-30,10403.1,0.0669,60.0,C,4329.55,Current,Active,33
3030,2380,Auto Loan,2022-01-13,41543.55,0.0987,48.0,D,0.0,Current,Paid Off,54
3031,2381,Credit Card,2025-11-21,14943.16,0.1841,,B,2092.56,Current,Active,8
3032,2382,Mortgage,2023-03-10,383683.23,0.0571,360.0,C,189412.35,90+ DPD,Charged Off,40
3033,2383,Credit Card,2024-09-24,1870.39,0.2495,,A,774.05,Current,Active,22
3034,2384,Credit Card,2025-08-12,15423.13,0.2116,,C,6694.32,Current,Active,11
3035,2384,Personal Loan,2024-12-25,6014.79,0.1372,48.0,C,3280.54,Current,Active,19
3036,2384,Credit Card,2026-04-08,14482.58,0.197,,D,9779.71,Current,Active,3
3037,2385,Auto Loan,2022-04-04,33205.16,0.0784,60.0,C,4772.86,30-59 DPD,Active,51
3038,2386,Auto Loan,2022-05-15,42401.28,0.0512,60.0,C,6947.91,Current,Active,50
3039,2387,Credit Card,2022-04-03,8915.88,0.1925,,B,7311.94,Current,Active,51
3040,2388,Auto Loan,2023-10-16,16212.44,0.0835,72.0,D,8190.08,Current,Active,33
3041,2388,Personal Loan,2023-10-10,5926.43,0.1444,24.0,C,0.0,Current,Paid Off,33
3042,2389,Credit Card,2025-03-27,2298.73,0.2174,,A,1208.2,Current,Active,16
3043,2389,Mortgage,2024-09-04,574236.32,0.0482,360.0,C,542550.61,Current,Active,22
3044,2390,Auto Loan,2023-07-16,44058.37,0.0629,72.0,C,19849.68,30-59 DPD,Active,36
3045,2390,Auto Loan,2022-02-21,14566.2,0.0522,60.0,D,1595.19,Current,Active,53
3046,2392,Credit Card,2023-03-08,3589.39,0.2557,,C,1554.72,90+ DPD,Active,40
3047,2392,Personal Loan,2025-06-11,14587.53,0.1758,48.0,B,9628.83,Current,Active,13
3048,2393,Auto Loan,2024-03-26,23425.1,0.1014,48.0,B,9760.46,Current,Active,28
3049,2393,Credit Card,2025-01-16,16162.81,0.168,,E,1656.75,60-89 DPD,Active,18
3050,2394,Auto Loan,2025-03-22,18463.12,0.0612,60.0,B,12234.59,Current,Active,16
3051,2394,Personal Loan,2024-02-14,17447.01,0.1376,48.0,B,6741.34,Current,Active,29
3052,2395,Credit Card,2023-01-21,3955.76,0.2092,,A,3418.55,90+ DPD,Charged Off,42
3053,2396,Mortgage,2025-12-18,582117.38,0.0558,360.0,B,311590.7,90+ DPD,Charged Off,7
3054,2397,Personal Loan,2023-03-14,13003.52,0.1393,24.0,B,0.0,Current,Paid Off,40
3055,2398,Auto Loan,2025-05-29,12594.15,0.0574,36.0,C,7418.49,Current,Active,14
3056,2398,Credit Card,2026-05-30,2558.06,0.1772,,D,944.82,Current,Active,2
3057,2398,Personal Loan,2022-10-18,12837.53,0.0982,48.0,B,810.81,Current,Active,45
3058,2399,Personal Loan,2024-08-20,21562.91,0.1755,48.0,B,10331.59,Current,Active,23
3059,2399,Personal Loan,2022-07-12,18014.67,0.1852,24.0,A,0.0,Current,Paid Off,48
3060,2400,Auto Loan,2025-05-22,14222.54,0.05,36.0,A,8610.42,Current,Active,14
3061,2400,Auto Loan,2022-06-30,36940.1,0.1068,48.0,B,0.0,Current,Paid Off,49
3062,2400,Auto Loan,2022-09-19,38030.1,0.0553,48.0,D,1843.54,Current,Active,46
3063,2402,Personal Loan,2022-02-27,11603.34,0.1498,24.0,A,0.0,Current,Paid Off,53
3064,2403,Personal Loan,2024-07-15,19991.75,0.0909,36.0,B,6260.49,Current,Active,24
3065,2403,Credit Card,2025-05-12,9618.66,0.2461,,C,8016.11,Current,Active,14
3066,2404,Credit Card,2022-08-30,17077.27,0.2365,,C,4696.36,Current,Active,47
3067,2406,Credit Card,2023-08-04,12928.23,0.2365,,B,2566.47,Current,Active,35
3068,2409,Mortgage,2022-02-05,606841.34,0.0673,180.0,B,394906.0,Current,Active,53
3069,2410,Credit Card,2026-05-11,4899.25,0.2298,,B,1631.9,Current,Active,2
3070,2411,Auto Loan,2023-07-21,31923.83,0.0811,36.0,D,0.0,Current,Paid Off,36
3071,2413,Personal Loan,2025-06-27,4560.03,0.0917,36.0,D,2959.55,Current,Active,13
3072,2413,Credit Card,2025-12-10,3642.11,0.2222,,C,1781.31,90+ DPD,Charged Off,7
3073,2414,Auto Loan,2023-06-01,20337.5,0.0673,36.0,D,0.0,Current,Paid Off,37
3074,2415,Credit Card,2023-03-08,10416.47,0.2528,,E,5581.88,90+ DPD,Charged Off,40
3075,2416,Personal Loan,2026-04-19,22776.93,0.1435,48.0,B,20563.0,Current,Active,3
3076,2416,Auto Loan,2025-04-22,20788.22,0.0576,36.0,B,11062.57,Current,Active,15
3077,2417,Auto Loan,2022-09-08,12577.54,0.1027,48.0,C,614.94,Current,Active,46
3078,2417,Auto Loan,2024-05-04,15288.56,0.0699,60.0,D,11602.4,90+ DPD,Charged Off,26
3079,2419,Auto Loan,2024-11-15,41690.57,0.0542,60.0,A,25954.4,Current,Active,20
3080,2420,Credit Card,2026-05-27,6746.9,0.1628,,D,3343.05,Current,Active,2
3081,2421,Personal Loan,2023-08-28,21980.55,0.1421,48.0,B,5737.14,Current,Active,35
3082,2421,Auto Loan,2022-07-24,30549.46,0.072,72.0,B,10384.53,60-89 DPD,Active,48
3083,2422,Auto Loan,2024-06-06,36832.58,0.0892,48.0,C,14938.44,90+ DPD,Charged Off,25
3084,2423,Auto Loan,2026-05-29,36938.81,0.1031,60.0,C,33251.83,90+ DPD,Active,2
3085,2425,Personal Loan,2024-11-24,11521.16,0.1256,24.0,C,1732.69,Current,Active,20
3086,2425,Personal Loan,2023-03-27,17650.58,0.0964,48.0,B,2768.93,Current,Active,40
3087,2426,Credit Card,2023-07-18,8177.45,0.2333,,A,6790.67,Current,Active,36
3088,2426,Mortgage,2023-10-23,121025.52,0.0518,180.0,A,98326.96,Current,Active,33
3089,2427,Personal Loan,2024-01-30,21165.62,0.1482,24.0,B,0.0,Current,Paid Off,30
3090,2428,Credit Card,2023-04-23,1274.97,0.1909,,B,701.67,Current,Active,39
3091,2428,Personal Loan,2022-05-09,11579.48,0.1092,48.0,C,0.0,Current,Paid Off,50
3092,2429,Mortgage,2024-05-22,286487.81,0.0688,180.0,B,227671.03,Current,Active,26
3093,2430,Personal Loan,2022-02-12,12210.34,0.0998,48.0,D,0.0,Current,Paid Off,53
3094,2430,Auto Loan,2025-09-17,42240.77,0.0778,36.0,C,27891.75,Current,Active,10
3095,2431,Mortgage,2023-08-01,526214.03,0.0472,360.0,B,464916.41,Current,Active,35
3096,2431,Mortgage,2026-03-22,189060.19,0.0553,180.0,D,176571.39,Current,Active,4
3097,2431,Credit Card,2023-04-19,1592.05,0.256,,C,1055.75,90+ DPD,Charged Off,39
3098,2432,Mortgage,2024-06-30,553315.17,0.0544,180.0,B,464063.79,Current,Active,25
3099,2433,Auto Loan,2022-04-29,39752.14,0.0733,48.0,A,0.0,Current,Paid Off,51
3100,2434,Personal Loan,2026-04-14,20712.19,0.1615,48.0,A,20267.28,Current,Active,3
3101,2434,Credit Card,2023-02-01,17757.22,0.2476,,B,8587.76,90+ DPD,Charged Off,41
3102,2434,Credit Card,2022-05-11,13302.99,0.1946,,A,10712.44,Current,Active,50
3103,2435,Credit Card,2023-03-09,7027.56,0.1781,,A,3527.71,Current,Active,40
3104,2437,Personal Loan,2022-01-15,22123.63,0.1896,24.0,C,0.0,Current,Paid Off,54
3105,2437,Auto Loan,2025-04-29,40217.06,0.0817,60.0,C,29814.68,Current,Active,15
3106,2437,Personal Loan,2025-04-17,18975.27,0.128,48.0,B,12723.94,Current,Active,15
3107,2439,Auto Loan,2023-04-07,22228.44,0.071,36.0,B,0.0,Current,Paid Off,39
3108,2439,Credit Card,2023-01-23,2008.7,0.2141,,B,1338.78,Current,Active,42
3109,2439,Auto Loan,2023-06-29,31755.04,0.0726,36.0,C,0.0,Current,Paid Off,37
3110,2440,Personal Loan,2023-01-01,12404.74,0.173,36.0,B,0.0,Current,Paid Off,42
3111,2441,Auto Loan,2022-09-11,36596.83,0.0995,72.0,D,11956.3,30-59 DPD,Active,46
3112,2441,Credit Card,2023-04-17,14354.9,0.2518,,E,5044.48,30-59 DPD,Active,39
3113,2442,Auto Loan,2023-05-30,37512.76,0.1023,48.0,D,7809.02,Current,Active,38
3114,2443,Mortgage,2023-07-27,539782.86,0.0577,240.0,A,431230.99,Current,Active,36
3115,2444,Credit Card,2026-05-06,12257.19,0.2476,,C,9185.39,Current,Active,2
3116,2445,Credit Card,2024-07-03,8625.7,0.2592,,C,7222.21,Current,Active,24
3117,2448,Mortgage,2022-06-30,293366.21,0.061,180.0,A,213641.17,Current,Active,49
3118,2449,Mortgage,2022-10-19,330154.21,0.0733,240.0,C,242186.42,Current,Active,45
3119,2449,Credit Card,2025-07-26,10672.57,0.1942,,A,5649.37,Current,Active,12
3120,2452,Credit Card,2022-10-24,19828.8,0.1648,,C,15225.86,Current,Active,45
3121,2454,Personal Loan,2025-03-21,20391.47,0.1601,36.0,A,11419.34,Current,Active,16
3122,2456,Credit Card,2025-02-03,9843.18,0.2558,,A,7383.72,Current,Active,17
3123,2457,Credit Card,2023-10-15,19187.28,0.2397,,C,5881.78,Current,Active,33
3124,2458,Auto Loan,2023-11-18,31514.97,0.0616,48.0,D,18262.12,90+ DPD,Charged Off,32
3125,2459,Personal Loan,2026-05-18,8891.87,0.1391,24.0,A,8015.67,Current,Active,2
3126,2460,Auto Loan,2023-05-12,18789.77,0.0756,72.0,B,9144.35,Current,Active,38
3127,2461,Credit Card,2026-01-01,13999.3,0.166,,A,7998.63,Current,Active,6
3128,2462,Auto Loan,2025-03-30,40981.99,0.0932,36.0,D,22299.69,90+ DPD,Charged Off,16
3129,2463,Auto Loan,2024-07-09,19775.72,0.06,48.0,B,9265.31,Current,Active,24
3130,2464,Credit Card,2025-01-30,2872.88,0.2385,,B,1908.01,Current,Active,18
3131,2465,Auto Loan,2022-01-26,14157.87,0.088,60.0,B,1414.98,Current,Active,54
3132,2466,Personal Loan,2024-01-22,7336.64,0.172,48.0,B,2630.78,Current,Active,30
3133,2466,Credit Card,2023-02-12,7461.61,0.1948,,D,2446.42,Current,Active,41
3134,2469,Auto Loan,2023-04-22,42417.64,0.0625,36.0,B,0.0,Current,Paid Off,39
3135,2469,Credit Card,2023-12-04,6796.64,0.2342,,E,1583.19,Current,Active,31
3136,2470,Auto Loan,2025-11-26,32987.3,0.0755,60.0,C,28171.85,Current,Active,8
3137,2470,Personal Loan,2025-04-13,3667.24,0.167,48.0,B,2586.2,Current,Active,15
3138,2471,Auto Loan,2025-03-23,31240.81,0.1069,72.0,A,27883.17,90+ DPD,Charged Off,16
3139,2471,Personal Loan,2024-08-18,21758.42,0.1316,48.0,D,20280.55,90+ DPD,Charged Off,23
3140,2473,Personal Loan,2025-07-01,8947.04,0.0915,48.0,A,6080.97,Current,Active,12
3141,2474,Mortgage,2024-07-04,314707.48,0.0504,180.0,B,269888.07,Current,Active,24
3142,2475,Credit Card,2022-07-16,4033.95,0.2345,,C,3543.15,90+ DPD,Charged Off,48
3143,2475,Auto Loan,2024-06-18,30932.14,0.0814,36.0,B,9610.45,Current,Active,25
3144,2476,Personal Loan,2023-12-12,6319.5,0.0982,24.0,A,0.0,Current,Paid Off,31
3145,2477,Personal Loan,2022-04-13,24002.04,0.1257,24.0,B,0.0,Current,Paid Off,51
3146,2479,Credit Card,2023-08-25,9834.9,0.2588,,C,6488.56,Current,Active,35
3147,2479,Mortgage,2022-10-19,220835.29,0.0614,180.0,D,153980.04,60-89 DPD,Active,45
3148,2481,Credit Card,2025-02-23,17932.11,0.2217,,C,14144.14,Current,Active,17
3149,2482,Auto Loan,2024-03-12,44473.26,0.0945,60.0,A,22621.69,Current,Active,28
3150,2482,Auto Loan,2024-07-06,37887.72,0.0816,72.0,B,23413.84,Current,Active,24
3151,2483,Credit Card,2022-11-02,11773.15,0.1885,,C,7361.06,30-59 DPD,Active,44
3152,2483,Credit Card,2026-04-25,12574.24,0.206,,D,10659.05,Current,Active,3
3153,2484,Mortgage,2022-12-20,348958.11,0.0516,360.0,C,307273.89,Current,Active,43
3154,2485,Auto Loan,2023-10-13,32816.74,0.1058,36.0,C,2786.83,Current,Active,33
3155,2486,Auto Loan,2023-03-12,20213.51,0.0963,48.0,B,3043.98,Current,Active,40
3156,2487,Personal Loan,2022-12-24,7434.36,0.1706,48.0,C,804.85,Current,Active,43
3157,2487,Credit Card,2022-10-27,3586.44,0.1766,,D,1718.88,Current,Active,45
3158,2488,Mortgage,2025-06-26,174301.67,0.0541,360.0,A,165641.22,Current,Active,13
3159,2488,Credit Card,2025-11-03,8143.36,0.2151,,C,1790.95,Current,Active,8
3160,2489,Credit Card,2023-06-02,8486.28,0.2474,,B,2453.12,Current,Active,37
3161,2489,Personal Loan,2025-11-01,8612.2,0.1555,24.0,A,5614.0,Current,Active,8
3162,2490,Personal Loan,2026-03-18,5652.45,0.1726,24.0,D,4378.29,90+ DPD,Charged Off,4
3163,2490,Personal Loan,2024-12-20,12979.66,0.1283,36.0,E,5994.58,60-89 DPD,Active,19
3164,2491,Personal Loan,2022-05-24,14624.87,0.1424,24.0,E,0.0,Current,Paid Off,50
3165,2492,Credit Card,2023-02-11,6008.72,0.2193,,B,3935.2,Current,Active,41
3166,2494,Credit Card,2022-09-12,14218.71,0.1611,,B,2812.01,Current,Active,46
3167,2495,Personal Loan,2023-04-21,21602.23,0.1005,48.0,D,15818.28,90+ DPD,Charged Off,39
3168,2496,Credit Card,2023-02-24,14289.67,0.1761,,C,9091.09,Current,Active,41
3169,2497,Personal Loan,2025-08-14,8326.2,0.1321,48.0,B,6479.6,Current,Active,11
3170,2497,Mortgage,2023-02-16,622149.62,0.0512,180.0,C,478765.64,Current,Active,41
3171,2498,Auto Loan,2023-09-10,44810.37,0.0568,72.0,A,21580.07,Current,Active,34
3172,2498,Personal Loan,2025-03-28,13098.15,0.1444,24.0,B,4041.38,Current,Active,16
3173,2498,Personal Loan,2023-09-27,3219.6,0.0954,36.0,C,183.67,Current,Active,34
3174,2499,Auto Loan,2022-12-31,28317.85,0.0965,72.0,A,10319.71,Current,Active,43
3175,2501,Credit Card,2024-11-23,18968.84,0.2449,,C,6245.38,Current,Active,20
3176,2503,Auto Loan,2022-08-03,21857.85,0.0509,60.0,D,17236.78,90+ DPD,Charged Off,47
3177,2503,Personal Loan,2023-06-19,18194.89,0.1223,24.0,D,0.0,Current,Paid Off,37
3178,2505,Auto Loan,2023-10-27,44083.41,0.1005,60.0,D,19770.26,Current,Active,33
3179,2506,Personal Loan,2023-07-23,11783.41,0.1771,36.0,B,0.0,Current,Paid Off,36
3180,2506,Credit Card,2024-06-03,3723.99,0.1748,,A,1971.68,Current,Active,25
3181,2506,Personal Loan,2022-01-07,7039.28,0.174,24.0,A,0.0,Current,Paid Off,54
3182,2509,Auto Loan,2024-05-02,9157.59,0.0948,60.0,B,4921.03,Current,Active,26
3183,2509,Credit Card,2022-10-25,17441.88,0.1976,,B,7270.04,Current,Active,45
3184,2509,Personal Loan,2025-09-17,24299.72,0.1858,36.0,A,16310.66,Current,Active,10
3185,2510,Personal Loan,2023-01-22,18207.64,0.1377,48.0,A,2346.3,Current,Active,42
3186,2510,Personal Loan,2023-04-20,11907.73,0.1435,36.0,A,0.0,Current,Paid Off,39
3187,2511,Auto Loan,2025-06-23,9845.63,0.1065,48.0,D,3761.76,90+ DPD,Charged Off,13
3188,2512,Mortgage,2023-11-30,357897.96,0.0533,240.0,C,311528.71,Current,Active,32
3189,2514,Credit Card,2024-09-04,11204.25,0.2167,,B,6728.69,Current,Active,22
