customer_id,age,income_bracket,credit_band,region,segment,tenure_years,join_date
2781,21,200k+,Good,Midwest,Affluent,0.2,2026-04-19
2782,21,75k-125k,Excellent,West,Mass Market,0.2,2026-04-19
2783,23,125k-200k,Excellent,Midwest,Private Banking,7.2,2019-04-20
2784,57,75k-125k,Fair,South,Mass Market,4.6,2021-11-24
2785,43,75k-125k,Fair,Northeast,Mass Market,2.0,2024-07-01
2786,65,75k-125k,Excellent,Northeast,Private Banking,2.5,2023-12-31
2787,61,125k-200k,Fair,Midwest,Mass Market,2.7,2023-10-19
2788,36,<40k,Good,South,Affluent,8.4,2018-02-05
2789,35,<40k,Fair,South,Mass Market,1.3,2025-03-14
2790,45,40k-75k,Poor,Northeast,Mass Market,6.0,2020-07-01
2791,58,200k+,Excellent,Northeast,Private Banking,2.8,2023-09-13
2792,28,125k-200k,Fair,South,Mass Market,3.3,2023-03-14
2793,57,75k-125k,Fair,South,Private Banking,5.5,2020-12-31
2794,43,<40k,Fair,West,Mass Market,2.1,2024-05-25
2795,59,200k+,Excellent,Northeast,Private Banking,10.0,2016-07-01
2796,45,40k-75k,Excellent,Midwest,Mass Market,1.1,2025-05-26
2797,22,125k-200k,Excellent,West,Mass Market,5.9,2020-08-07
2798,25,40k-75k,Good,Midwest,Mass Market,9.2,2017-04-19
2799,30,200k+,Excellent,West,Affluent,2.0,2024-07-01
2800,35,40k-75k,Excellent,South,Mass Market,1.4,2025-02-05
2801,24,75k-125k,Good,West,Affluent,8.2,2018-04-19
2802,49,40k-75k,Good,Midwest,Mass Market,3.8,2022-09-13
2803,47,40k-75k,Good,West,Mass Market,2.0,2024-07-01
2804,70,75k-125k,Good,South,Mass Market,0.5,2025-12-31
2805,50,125k-200k,Fair,West,Mass Market,1.6,2024-11-24
2806,48,75k-125k,Excellent,Northeast,Affluent,9.7,2016-10-19
2807,27,125k-200k,Good,South,Affluent,19.2,2007-04-20
2808,25,125k-200k,Excellent,South,Affluent,9.1,2017-05-26
2809,40,75k-125k,Fair,Midwest,Mass Market,2.1,2024-05-25
2810,39,125k-200k,Fair,South,Mass Market,2.4,2024-02-06
2811,36,125k-200k,Good,West,Affluent,18.9,2007-08-07
2812,36,125k-200k,Excellent,Midwest,Mass Market,2.8,2023-09-13
2813,48,75k-125k,Good,Northeast,Mass Market,1.4,2025-02-05
2814,48,40k-75k,Fair,West,Mass Market,3.3,2023-03-14
2815,21,75k-125k,Good,Northeast,Mass Market,6.4,2020-02-06
2816,30,40k-75k,Good,Midwest,Mass Market,4.0,2022-07-01
2817,34,40k-75k,Good,West,Mass Market,7.4,2019-02-06
2818,65,40k-75k,Excellent,South,Mass Market,4.9,2021-08-07
2819,53,125k-200k,Excellent,Northeast,Affluent,10.6,2015-11-25
2820,40,200k+,Excellent,West,Mass Market,1.3,2025-03-14
2821,44,75k-125k,Excellent,South,Mass Market,4.7,2021-10-19
2822,44,200k+,Excellent,Northeast,Affluent,5.3,2021-03-14
2823,49,125k-200k,Good,Midwest,Mass Market,1.3,2025-03-14
2824,40,40k-75k,Fair,Midwest,Mass Market,12.3,2014-03-14
2825,34,125k-200k,Poor,South,Mass Market,3.4,2023-02-06
2826,48,40k-75k,Good,South,Mass Market,4.8,2021-09-12
2827,36,40k-75k,Poor,South,Affluent,1.5,2024-12-31
2828,34,200k+,Excellent,Northeast,Affluent,8.2,2018-04-19
2829,54,<40k,Good,West,Mass Market,12.4,2014-02-05
2830,66,<40k,Fair,South,Mass Market,0.4,2026-02-05
2831,40,75k-125k,Fair,Northeast,Mass Market,2.8,2023-09-13
2832,42,40k-75k,Excellent,West,Mass Market,0.7,2025-10-19
2833,45,40k-75k,Poor,Northeast,Mass Market,3.7,2022-10-19
2834,25,40k-75k,Good,Northeast,Mass Market,1.9,2024-08-07
2835,64,75k-125k,Excellent,South,Mass Market,3.1,2023-05-26
2836,43,40k-75k,Good,Midwest,Mass Market,5.8,2020-09-12
2837,28,75k-125k,Poor,Midwest,Mass Market,2.5,2023-12-31
2838,52,75k-125k,Good,West,Affluent,1.2,2025-04-19
2839,61,75k-125k,Excellent,Northeast,Mass Market,1.7,2024-10-19
2840,51,<40k,Excellent,South,Mass Market,5.5,2020-12-31
2841,31,200k+,Excellent,Midwest,Affluent,14.4,2012-02-06
2842,68,200k+,Fair,Midwest,Mass Market,10.6,2015-11-25
2843,68,75k-125k,Good,Midwest,Affluent,15.1,2011-05-26
2844,45,75k-125k,Fair,West,Mass Market,11.8,2014-09-13
2845,41,125k-200k,Fair,Midwest,Mass Market,6.3,2020-03-13
2846,40,200k+,Poor,West,Affluent,0.3,2026-03-14
2847,53,40k-75k,Excellent,Midwest,Affluent,1.0,2025-07-01
2848,52,75k-125k,Poor,South,Mass Market,2.5,2023-12-31
2849,34,40k-75k,Fair,West,Mass Market,15.2,2011-04-20
2850,54,75k-125k,Excellent,Northeast,Affluent,1.1,2025-05-26
2851,29,125k-200k,Excellent,Midwest,Private Banking,8.8,2017-09-12
2852,58,<40k,Excellent,Northeast,Mass Market,8.5,2017-12-31
2853,21,40k-75k,Good,Midwest,Affluent,17.7,2008-10-19
2854,40,200k+,Excellent,Northeast,Affluent,3.9,2022-08-07
2855,36,200k+,Poor,Northeast,Affluent,1.6,2024-11-24
2856,21,125k-200k,Fair,West,Mass Market,3.9,2022-08-07
2857,40,125k-200k,Poor,Northeast,Mass Market,20.4,2006-02-05
2858,49,40k-75k,Good,Midwest,Mass Market,11.1,2015-05-26
2859,49,40k-75k,Fair,South,Mass Market,28.0,1998-07-01
2860,28,125k-200k,Fair,Midwest,Private Banking,6.4,2020-02-06
2861,47,200k+,Fair,West,Mass Market,1.5,2024-12-31
2862,39,<40k,Fair,Northeast,Mass Market,2.9,2023-08-07
2863,21,200k+,Excellent,Midwest,Affluent,5.1,2021-05-26
2864,47,75k-125k,Good,West,Mass Market,3.6,2022-11-25
2865,47,125k-200k,Excellent,Northeast,Mass Market,0.2,2026-04-19
2866,25,75k-125k,Good,South,Mass Market,2.1,2024-05-25
2867,21,125k-200k,Excellent,Midwest,Affluent,0.2,2026-04-19
2868,30,40k-75k,Good,South,Mass Market,2.9,2023-08-07
2869,52,75k-125k,Excellent,Northeast,Affluent,1.3,2025-03-14
2870,62,125k-200k,Fair,South,Private Banking,6.9,2019-08-07
2871,38,<40k,Excellent,West,Mass Market,8.4,2018-02-05
2872,31,40k-75k,Excellent,Midwest,Affluent,12.8,2013-09-12
2873,52,125k-200k,Poor,Northeast,Mass Market,2.5,2023-12-31
2874,61,75k-125k,Fair,Midwest,Mass Market,0.5,2025-12-31
2875,44,125k-200k,Excellent,Midwest,Mass Market,10.8,2015-09-13
2876,42,<40k,Excellent,West,Mass Market,2.4,2024-02-06
2877,59,75k-125k,Good,South,Mass Market,2.6,2023-11-25
2878,53,40k-75k,Good,Northeast,Mass Market,3.0,2023-07-02
2879,48,40k-75k,Good,Northeast,Mass Market,6.5,2019-12-31
2880,37,200k+,Good,West,Mass Market,5.6,2020-11-24
2881,45,40k-75k,Fair,West,Mass Market,2.6,2023-11-25
2882,32,40k-75k,Excellent,Midwest,Mass Market,2.1,2024-05-25
2883,47,200k+,Excellent,Midwest,Affluent,1.6,2024-11-24
2884,24,125k-200k,Excellent,West,Mass Market,5.2,2021-04-19
2885,28,40k-75k,Excellent,Northeast,Mass Market,8.6,2017-11-24
2886,41,40k-75k,Good,West,Mass Market,3.7,2022-10-19
2887,42,75k-125k,Good,Midwest,Mass Market,4.4,2022-02-05
2888,24,125k-200k,Fair,West,Affluent,1.3,2025-03-14
2889,42,<40k,Good,Northeast,Mass Market,3.0,2023-07-02
2890,47,40k-75k,Poor,Northeast,Mass Market,5.4,2021-02-05
2891,50,75k-125k,Fair,Northeast,Mass Market,5.7,2020-10-19
2892,33,125k-200k,Fair,West,Private Banking,1.4,2025-02-05
2893,32,<40k,Good,Northeast,Mass Market,1.6,2024-11-24
2894,50,<40k,Good,South,Affluent,2.4,2024-02-06
2895,46,75k-125k,Good,South,Mass Market,2.2,2024-04-19
2896,49,200k+,Fair,West,Mass Market,0.6,2025-11-24
2897,56,200k+,Poor,Northeast,Private Banking,17.5,2008-12-31
2898,36,<40k,Good,Midwest,Mass Market,14.7,2011-10-19
2899,37,75k-125k,Good,Northeast,Affluent,3.8,2022-09-13
2900,48,200k+,Excellent,South,Mass Market,11.3,2015-03-14
2901,53,200k+,Excellent,Northeast,Affluent,0.5,2025-12-31
2902,70,125k-200k,Good,South,Affluent,0.2,2026-04-19
2903,52,75k-125k,Excellent,Midwest,Private Banking,10.2,2016-04-19
2904,62,<40k,Fair,Northeast,Mass Market,4.0,2022-07-01
2905,44,125k-200k,Excellent,Midwest,Affluent,3.5,2022-12-31
2906,44,75k-125k,Good,Midwest,Mass Market,2.0,2024-07-01
2907,44,75k-125k,Fair,Midwest,Mass Market,2.9,2023-08-07
2908,72,75k-125k,Good,South,Mass Market,11.0,2015-07-02
2909,56,40k-75k,Excellent,West,Mass Market,1.3,2025-03-14
2910,40,75k-125k,Poor,Northeast,Affluent,7.3,2019-03-14
2911,27,40k-75k,Good,South,Mass Market,7.8,2018-09-13
2912,33,125k-200k,Excellent,South,Affluent,6.4,2020-02-06
2913,25,125k-200k,Good,South,Affluent,1.0,2025-07-01
2914,52,75k-125k,Fair,West,Mass Market,0.7,2025-10-19
2915,31,200k+,Poor,Midwest,Affluent,0.3,2026-03-14
2916,46,40k-75k,Fair,West,Mass Market,7.8,2018-09-13
2917,35,200k+,Excellent,South,Mass Market,1.5,2024-12-31
2918,49,125k-200k,Good,Northeast,Mass Market,1.2,2025-04-19
2919,53,40k-75k,Good,South,Mass Market,1.0,2025-07-01
2920,40,75k-125k,Excellent,Northeast,Affluent,6.6,2019-11-25
2921,57,40k-75k,Fair,West,Mass Market,0.5,2025-12-31
2922,49,<40k,Good,West,Mass Market,28.0,1998-07-01
2923,56,40k-75k,Good,Midwest,Mass Market,3.9,2022-08-07
2924,59,<40k,Good,Midwest,Mass Market,5.1,2021-05-26
2925,66,125k-200k,Excellent,South,Affluent,8.0,2018-07-01
2926,31,125k-200k,Fair,Northeast,Affluent,3.4,2023-02-06
2927,46,200k+,Fair,Midwest,Mass Market,3.2,2023-04-20
2928,40,75k-125k,Good,Midwest,Mass Market,4.0,2022-07-01
2929,74,<40k,Good,West,Mass Market,1.3,2025-03-14
2930,49,40k-75k,Excellent,Northeast,Mass Market,5.1,2021-05-26
2931,21,125k-200k,Good,Northeast,Mass Market,4.2,2022-04-19
2932,32,<40k,Fair,Northeast,Mass Market,6.4,2020-02-06
2933,33,75k-125k,Good,South,Mass Market,1.4,2025-02-05
2934,24,<40k,Good,Midwest,Mass Market,2.5,2023-12-31
2935,35,75k-125k,Fair,South,Affluent,6.7,2019-10-19
2936,49,75k-125k,Fair,South,Mass Market,3.3,2023-03-14
2937,58,200k+,Good,West,Mass Market,6.1,2020-05-25
2938,57,40k-75k,Fair,West,Mass Market,22.8,2003-09-13
2939,42,40k-75k,Fair,South,Mass Market,2.0,2024-07-01
2940,36,75k-125k,Good,South,Affluent,5.4,2021-02-05
2941,33,40k-75k,Excellent,Midwest,Mass Market,1.5,2024-12-31
2942,51,125k-200k,Good,Northeast,Mass Market,0.2,2026-04-19
2943,36,200k+,Poor,South,Affluent,9.8,2016-09-12
2944,46,75k-125k,Fair,South,Mass Market,1.6,2024-11-24
2945,38,75k-125k,Good,West,Mass Market,1.9,2024-08-07
2946,37,200k+,Good,West,Mass Market,3.6,2022-11-25
2947,35,75k-125k,Fair,Northeast,Mass Market,0.5,2025-12-31
2948,21,125k-200k,Good,Northeast,Mass Market,3.3,2023-03-14
2949,51,75k-125k,Poor,West,Mass Market,1.2,2025-04-19
2950,24,75k-125k,Fair,South,Mass Market,0.6,2025-11-24
2951,31,125k-200k,Fair,Midwest,Affluent,0.3,2026-03-14
2952,36,200k+,Fair,Midwest,Mass Market,1.2,2025-04-19
2953,37,75k-125k,Poor,Northeast,Mass Market,5.5,2020-12-31
2954,40,125k-200k,Good,West,Mass Market,12.3,2014-03-14
2955,32,200k+,Excellent,Northeast,Mass Market,9.8,2016-09-12
2956,57,75k-125k,Fair,South,Mass Market,6.2,2020-04-19
2957,41,125k-200k,Good,West,Affluent,0.3,2026-03-14
2958,49,<40k,Excellent,Midwest,Mass Market,5.1,2021-05-26
2959,61,75k-125k,Fair,Northeast,Affluent,1.9,2024-08-07
2960,47,40k-75k,Fair,Northeast,Mass Market,3.1,2023-05-26
2961,33,75k-125k,Fair,Midwest,Mass Market,17.4,2009-02-05
2962,41,40k-75k,Fair,South,Mass Market,10.5,2015-12-31
2963,45,125k-200k,Good,West,Affluent,16.8,2009-09-12
2964,47,200k+,Good,Midwest,Affluent,2.8,2023-09-13
2965,41,75k-125k,Poor,West,Mass Market,16.1,2010-05-26
2966,61,200k+,Fair,Midwest,Affluent,5.6,2020-11-24
2967,41,125k-200k,Excellent,Midwest,Private Banking,15.1,2011-05-26
2968,36,125k-200k,Excellent,West,Affluent,7.0,2019-07-02
2969,31,40k-75k,Good,South,Mass Market,3.0,2023-07-02
2970,49,75k-125k,Good,South,Mass Market,2.6,2023-11-25
2971,67,40k-75k,Excellent,Midwest,Mass Market,1.4,2025-02-05
2972,21,125k-200k,Fair,Northeast,Affluent,2.4,2024-02-06
2973,34,40k-75k,Good,South,Mass Market,4.2,2022-04-19
2974,49,75k-125k,Good,West,Mass Market,4.0,2022-07-01
2975,23,40k-75k,Good,Midwest,Mass Market,22.2,2004-04-19
2976,21,125k-200k,Fair,Midwest,Affluent,0.2,2026-04-19
2977,50,40k-75k,Excellent,Northeast,Mass Market,3.4,2023-02-06
2978,52,40k-75k,Fair,Midwest,Mass Market,9.3,2017-03-14
2979,52,75k-125k,Fair,Northeast,Mass Market,0.2,2026-04-19
2980,53,40k-75k,Fair,Midwest,Mass Market,13.3,2013-03-14
2981,38,75k-125k,Excellent,West,Private Banking,17.8,2008-09-12
2982,42,75k-125k,Fair,West,Mass Market,15.6,2010-11-25
2983,52,125k-200k,Excellent,South,Affluent,28.0,1998-07-01
2984,37,40k-75k,Excellent,South,Mass Market,4.5,2021-12-31
2985,64,200k+,Excellent,West,Affluent,1.0,2025-07-01
2986,50,75k-125k,Fair,South,Mass Market,4.8,2021-09-12
2987,57,125k-200k,Good,Northeast,Mass Market,7.7,2018-10-19
2988,39,40k-75k,Good,Northeast,Mass Market,6.2,2020-04-19
2989,44,<40k,Fair,South,Mass Market,8.1,2018-05-26
2990,58,125k-200k,Good,Midwest,Mass Market,9.7,2016-10-19
2991,33,<40k,Good,Midwest,Mass Market,2.1,2024-05-25
2992,41,40k-75k,Good,Northeast,Mass Market,1.5,2024-12-31
2993,48,125k-200k,Fair,Midwest,Affluent,1.2,2025-04-19
2994,37,75k-125k,Poor,West,Affluent,6.7,2019-10-19
2995,42,125k-200k,Good,South,Mass Market,6.6,2019-11-25
2996,34,200k+,Poor,Midwest,Mass Market,3.4,2023-02-06
2997,38,75k-125k,Good,Midwest,Mass Market,6.5,2019-12-31
2998,38,125k-200k,Good,Northeast,Mass Market,0.8,2025-09-12
2999,39,40k-75k,Fair,West,Mass Market,19.6,2006-11-25
3000,39,125k-200k,Excellent,Northeast,Affluent,2.9,2023-08-07
3001,43,200k+,Fair,Midwest,Private Banking,4.3,2022-03-14
3002,44,125k-200k,Good,West,Affluent,8.3,2018-03-14
3003,21,40k-75k,Fair,Northeast,Mass Market,1.7,2024-10-19
3004,52,200k+,Good,West,Affluent,1.4,2025-02-05
3005,41,<40k,Good,Northeast,Mass Market,2.1,2024-05-25
3006,29,40k-75k,Good,West,Mass Market,3.0,2023-07-02
3007,75,200k+,Good,Northeast,Affluent,2.5,2023-12-31
3008,44,75k-125k,Fair,Midwest,Mass Market,7.0,2019-07-02
3009,56,75k-125k,Good,West,Mass Market,2.3,2024-03-13
3010,49,200k+,Good,West,Affluent,9.6,2016-11-24
3011,49,40k-75k,Good,Midwest,Mass Market,0.9,2025-08-07
3012,37,125k-200k,Excellent,Northeast,Affluent,10.0,2016-07-01
3013,28,200k+,Excellent,South,Private Banking,6.7,2019-10-19
3014,50,125k-200k,Poor,South,Mass Market,3.5,2022-12-31
3015,36,40k-75k,Fair,Northeast,Mass Market,5.2,2021-04-19
3016,24,<40k,Good,Northeast,Mass Market,0.8,2025-09-12
3017,46,125k-200k,Excellent,Midwest,Affluent,10.3,2016-03-13
3018,73,<40k,Good,Northeast,Mass Market,0.9,2025-08-07
3019,33,75k-125k,Good,West,Mass Market,5.5,2020-12-31
3020,70,125k-200k,Excellent,South,Affluent,8.7,2017-10-19
3021,51,200k+,Good,Midwest,Mass Market,4.4,2022-02-05
3022,44,125k-200k,Excellent,Northeast,Affluent,4.2,2022-04-19
3023,55,125k-200k,Excellent,Midwest,Mass Market,2.6,2023-11-25
3024,57,200k+,Good,Northeast,Mass Market,0.7,2025-10-19
3025,52,40k-75k,Poor,South,Mass Market,1.3,2025-03-14
3026,39,125k-200k,Excellent,West,Affluent,4.8,2021-09-12
3027,31,75k-125k,Good,South,Mass Market,0.6,2025-11-24
3028,21,40k-75k,Fair,West,Mass Market,1.9,2024-08-07
3029,51,75k-125k,Fair,West,Mass Market,5.6,2020-11-24
3030,40,125k-200k,Excellent,West,Mass Market,3.8,2022-09-13
3031,44,40k-75k,Fair,West,Mass Market,5.0,2021-07-01
3032,25,125k-200k,Fair,Midwest,Mass Market,4.0,2022-07-01
3033,38,40k-75k,Fair,South,Mass Market,1.3,2025-03-14
3034,58,125k-200k,Poor,Northeast,Mass Market,10.7,2015-10-19
3035,59,40k-75k,Excellent,South,Affluent,0.5,2025-12-31
3036,25,40k-75k,Fair,Midwest,Mass Market,5.5,2020-12-31
3037,43,40k-75k,Fair,Northeast,Mass Market,8.2,2018-04-19
3038,53,200k+,Good,Midwest,Private Banking,0.5,2025-12-31
3039,53,40k-75k,Fair,Midwest,Mass Market,9.8,2016-09-12
3040,57,40k-75k,Excellent,South,Mass Market,6.9,2019-08-07
3041,30,75k-125k,Excellent,South,Affluent,18.7,2007-10-19
3042,33,75k-125k,Good,Northeast,Mass Market,8.7,2017-10-19
3043,58,200k+,Good,Midwest,Private Banking,15.1,2011-05-26
3044,29,125k-200k,Excellent,Midwest,Mass Market,6.7,2019-10-19
3045,49,40k-75k,Good,Northeast,Affluent,4.0,2022-07-01
3046,33,40k-75k,Excellent,Northeast,Mass Market,3.4,2023-02-06
3047,45,40k-75k,Excellent,Northeast,Mass Market,4.7,2021-10-19
3048,34,40k-75k,Excellent,South,Mass Market,1.2,2025-04-19
3049,39,<40k,Fair,West,Mass Market,0.2,2026-04-19
3050,52,<40k,Excellent,West,Mass Market,2.3,2024-03-13
3051,29,<40k,Fair,Northeast,Mass Market,5.9,2020-08-07
3052,39,125k-200k,Good,Northeast,Mass Market,6.8,2019-09-13
3053,66,200k+,Good,South,Affluent,23.9,2002-08-07
3054,47,<40k,Good,Northeast,Affluent,3.2,2023-04-20
3055,26,75k-125k,Poor,Midwest,Mass Market,13.4,2013-02-05
3056,41,<40k,Good,South,Mass Market,8.2,2018-04-19
3057,22,40k-75k,Poor,West,Mass Market,2.4,2024-02-06
3058,51,40k-75k,Good,West,Mass Market,0.6,2025-11-24
3059,29,40k-75k,Good,South,Mass Market,10.2,2016-04-19
3060,54,125k-200k,Fair,Midwest,Mass Market,3.9,2022-08-07
3061,31,40k-75k,Good,South,Mass Market,7.4,2019-02-06
3062,33,40k-75k,Good,Midwest,Mass Market,11.9,2014-08-07
3063,40,75k-125k,Fair,West,Mass Market,1.1,2025-05-26
3064,33,40k-75k,Poor,Northeast,Mass Market,26.8,1999-09-13
3065,28,200k+,Good,Midwest,Affluent,0.3,2026-03-14
3066,61,200k+,Excellent,Midwest,Mass Market,6.7,2019-10-19
3067,52,75k-125k,Fair,South,Mass Market,0.6,2025-11-24
3068,61,75k-125k,Good,Northeast,Mass Market,8.6,2017-11-24
3069,21,40k-75k,Good,Northeast,Mass Market,2.7,2023-10-19
3070,56,200k+,Poor,South,Mass Market,0.2,2026-04-19
3071,45,125k-200k,Poor,South,Mass Market,4.3,2022-03-14
3072,50,40k-75k,Good,Midwest,Mass Market,8.4,2018-02-05
3073,38,200k+,Poor,Midwest,Mass Market,2.3,2024-03-13
3074,52,75k-125k,Fair,Midwest,Mass Market,1.6,2024-11-24
3075,29,75k-125k,Good,Midwest,Mass Market,4.4,2022-02-05
3076,49,75k-125k,Fair,South,Mass Market,28.0,1998-07-01
3077,44,40k-75k,Fair,West,Mass Market,0.2,2026-04-19
3078,29,75k-125k,Good,Northeast,Mass Market,0.8,2025-09-12
3079,65,<40k,Fair,Midwest,Mass Market,3.7,2022-10-19
3080,55,<40k,Fair,Midwest,Mass Market,2.9,2023-08-07
3081,33,125k-200k,Good,South,Mass Market,8.1,2018-05-26
3082,30,40k-75k,Fair,Northeast,Mass Market,2.4,2024-02-06
3083,24,125k-200k,Fair,Northeast,Private Banking,0.7,2025-10-19
3084,65,200k+,Fair,Northeast,Affluent,3.8,2022-09-13
3085,35,<40k,Good,West,Mass Market,1.1,2025-05-26
3086,68,200k+,Fair,Northeast,Affluent,1.9,2024-08-07
3087,46,75k-125k,Excellent,Midwest,Mass Market,0.3,2026-03-14
3088,26,<40k,Excellent,Midwest,Mass Market,5.2,2021-04-19
3089,39,200k+,Fair,South,Mass Market,0.2,2026-04-19
3090,46,75k-125k,Good,West,Mass Market,8.0,2018-07-01
3091,26,125k-200k,Excellent,Northeast,Mass Market,1.0,2025-07-01
3092,25,75k-125k,Excellent,Northeast,Mass Market,2.1,2024-05-25
3093,53,75k-125k,Poor,Northeast,Affluent,7.2,2019-04-20
3094,45,200k+,Good,Northeast,Affluent,5.6,2020-11-24
3095,41,40k-75k,Excellent,Midwest,Mass Market,0.6,2025-11-24
3096,34,<40k,Excellent,Midwest,Mass Market,2.0,2024-07-01
3097,45,125k-200k,Good,Midwest,Affluent,1.4,2025-02-05
3098,54,<40k,Excellent,South,Mass Market,0.8,2025-09-12
3099,33,125k-200k,Fair,Northeast,Mass Market,2.2,2024-04-19
3100,39,200k+,Fair,Midwest,Affluent,1.6,2024-11-24
3101,46,<40k,Excellent,South,Mass Market,11.0,2015-07-02
3102,21,125k-200k,Excellent,South,Affluent,1.0,2025-07-01
3103,50,200k+,Good,Midwest,Mass Market,8.3,2018-03-14
3104,22,75k-125k,Excellent,South,Mass Market,2.8,2023-09-13
3105,40,40k-75k,Excellent,South,Mass Market,4.7,2021-10-19
3106,41,75k-125k,Fair,Northeast,Affluent,0.9,2025-08-07
3107,56,<40k,Poor,South,Mass Market,6.3,2020-03-13
3108,50,75k-125k,Poor,West,Mass Market,12.6,2013-11-24
3109,63,75k-125k,Good,Northeast,Mass Market,8.1,2018-05-26
3110,53,75k-125k,Fair,West,Mass Market,1.8,2024-09-12
3111,54,125k-200k,Fair,South,Mass Market,5.9,2020-08-07
3112,32,40k-75k,Fair,West,Mass Market,9.0,2017-07-01
3113,65,75k-125k,Excellent,Midwest,Affluent,8.3,2018-03-14
3114,71,75k-125k,Good,West,Mass Market,1.8,2024-09-12
3115,46,125k-200k,Good,Midwest,Mass Market,0.6,2025-11-24
3116,30,<40k,Good,Midwest,Mass Market,5.6,2020-11-24
3117,44,40k-75k,Poor,West,Mass Market,4.0,2022-07-01
3118,54,40k-75k,Poor,Midwest,Mass Market,1.0,2025-07-01
3119,53,40k-75k,Fair,West,Mass Market,3.3,2023-03-14
3120,46,200k+,Poor,South,Mass Market,11.2,2015-04-20
3121,39,125k-200k,Good,West,Affluent,26.8,1999-09-13
3122,48,40k-75k,Good,Midwest,Mass Market,28.0,1998-07-01
3123,40,125k-200k,Poor,West,Affluent,6.2,2020-04-19
3124,27,75k-125k,Excellent,Northeast,Mass Market,0.6,2025-11-24
3125,37,125k-200k,Excellent,Northeast,Mass Market,11.9,2014-08-07
3126,51,125k-200k,Excellent,South,Private Banking,8.9,2017-08-07
3127,42,75k-125k,Excellent,South,Mass Market,2.2,2024-04-19
3128,23,40k-75k,Fair,West,Affluent,16.9,2009-08-07
3129,36,75k-125k,Good,Northeast,Mass Market,1.1,2025-05-26
3130,47,75k-125k,Good,South,Mass Market,10.5,2015-12-31
3131,39,75k-125k,Excellent,Midwest,Mass Market,4.3,2022-03-14
3132,38,75k-125k,Good,West,Mass Market,3.0,2023-07-02
3133,48,40k-75k,Excellent,Northeast,Affluent,3.2,2023-04-20
3134,37,75k-125k,Poor,South,Mass Market,2.8,2023-09-13
3135,50,75k-125k,Good,South,Mass Market,1.5,2024-12-31
3136,47,40k-75k,Good,Midwest,Mass Market,14.9,2011-08-07
3137,36,125k-200k,Good,South,Mass Market,0.4,2026-02-05
3138,41,75k-125k,Good,West,Mass Market,4.7,2021-10-19
3139,51,200k+,Good,Midwest,Affluent,16.3,2010-03-14
3140,48,125k-200k,Poor,West,Affluent,1.0,2025-07-01
3141,36,200k+,Excellent,West,Mass Market,5.0,2021-07-01
3142,26,<40k,Fair,West,Mass Market,7.8,2018-09-13
3143,33,200k+,Poor,Northeast,Affluent,1.6,2024-11-24
3144,28,125k-200k,Poor,Midwest,Mass Market,9.6,2016-11-24
3145,55,75k-125k,Excellent,Northeast,Affluent,1.6,2024-11-24
3146,31,40k-75k,Poor,Northeast,Mass Market,5.1,2021-05-26
3147,42,125k-200k,Fair,Midwest,Mass Market,4.7,2021-10-19
3148,31,40k-75k,Fair,Midwest,Mass Market,4.3,2022-03-14
3149,41,75k-125k,Fair,South,Mass Market,3.3,2023-03-14
3150,30,75k-125k,Poor,West,Mass Market,1.7,2024-10-19
3151,55,200k+,Excellent,South,Mass Market,1.2,2025-04-19
3152,49,200k+,Fair,South,Private Banking,4.4,2022-02-05
3153,33,40k-75k,Fair,Midwest,Mass Market,2.6,2023-11-25
3154,45,75k-125k,Excellent,Midwest,Mass Market,6.4,2020-02-06
3155,58,200k+,Good,West,Affluent,3.0,2023-07-02
3156,34,75k-125k,Good,South,Mass Market,4.4,2022-02-05
3157,58,125k-200k,Excellent,West,Affluent,1.7,2024-10-19
3158,49,125k-200k,Excellent,Midwest,Affluent,1.6,2024-11-24
3159,31,75k-125k,Good,West,Mass Market,4.0,2022-07-01
3160,36,125k-200k,Fair,Midwest,Mass Market,7.1,2019-05-26
3161,63,125k-200k,Good,South,Affluent,5.5,2020-12-31
3162,28,125k-200k,Good,West,Mass Market,1.1,2025-05-26
3163,55,125k-200k,Fair,Northeast,Mass Market,5.5,2020-12-31
3164,55,40k-75k,Good,Northeast,Mass Market,1.0,2025-07-01
3165,55,75k-125k,Good,Northeast,Mass Market,2.3,2024-03-13
3166,71,75k-125k,Good,Northeast,Mass Market,2.8,2023-09-13
3167,21,75k-125k,Good,Midwest,Mass Market,1.7,2024-10-19
3168,46,125k-200k,Good,West,Mass Market,4.4,2022-02-05
3169,49,75k-125k,Good,Midwest,Mass Market,15.1,2011-05-26
3170,61,125k-200k,Fair,South,Mass Market,2.9,2023-08-07
3171,41,<40k,Fair,West,Mass Market,6.4,2020-02-06
3172,40,200k+,Excellent,Midwest,Private Banking,1.6,2024-11-24
3173,49,125k-200k,Good,South,Mass Market,0.4,2026-02-05
3174,50,75k-125k,Fair,Northeast,Mass Market,17.7,2008-10-19
3175,58,75k-125k,Excellent,Northeast,Mass Market,13.3,2013-03-14
3176,21,200k+,Poor,West,Mass Market,12.5,2013-12-31
3177,60,40k-75k,Poor,West,Mass Market,4.3,2022-03-14
3178,47,125k-200k,Fair,West,Mass Market,3.7,2022-10-19
3179,39,125k-200k,Excellent,Northeast,Mass Market,6.3,2020-03-13
3180,54,40k-75k,Good,Midwest,Mass Market,1.1,2025-05-26
3181,36,125k-200k,Fair,West,Affluent,15.4,2011-02-06
